city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Gulf Shores,Gulf Shores,AL,Alabama,1003,Baldwin,30.2764,-87.7017,16401,220.7,shape,FALSE,TRUE,America/Chicago,3,36547 36542,1840013886
Dyer,Dyer,IN,Indiana,18089,Lake,41.4977,-87.509,16400,1028.7,shape,FALSE,TRUE,America/Chicago,3,46311,1840010224
Grimes,Grimes,IA,Iowa,19153,Polk,41.6779,-93.7947,16366,481.9,shape,FALSE,TRUE,America/Chicago,3,50111,1840007068
Grandville,Grandville,MI,Michigan,26081,Kent,42.9004,-85.7564,16356,871.4,shape,FALSE,TRUE,America/Detroit,3,49418 49468,1840002929
Hugo,Hugo,MN,Minnesota,27163,Washington,45.1671,-92.9588,16340,188.5,shape,FALSE,TRUE,America/Chicago,3,55038,1840006739
Murraysville,Murraysville,NC,North Carolina,37129,New Hanover,34.2919,-77.8429,16339,732.3,shape,FALSE,FALSE,America/New_York,3,28411,1840013631
Longwood,Longwood,FL,Florida,12117,Seminole,28.7014,-81.3487,16337,1142.1,shape,FALSE,TRUE,America/New_York,3,32750,1840015957
Hot Springs Village,Hot Springs Village,AR,Arkansas,5051,Garland,34.6566,-92.9643,16327,109.4,shape,FALSE,FALSE,America/Chicago,3,71909 71910,1840013587
Country Club Hills,Country Club Hills,IL,Illinois,17031,Cook,41.5636,-87.7251,16324,1268.1,shape,FALSE,TRUE,America/Chicago,3,60478,1840007025
Sikeston,Sikeston,MO,Missouri,29201,Scott,36.8854,-89.5877,16320,351.9,shape,FALSE,TRUE,America/Chicago,3,63801,1840009921
Opa-locka,Opa-locka,FL,Florida,12086,Miami-Dade,25.8997,-80.2551,16282,1459.4,shape,FALSE,TRUE,America/New_York,3,33054,1840015156
Griffith,Griffith,IN,Indiana,18089,Lake,41.5277,-87.4239,16273,808.7,shape,FALSE,TRUE,America/Chicago,3,46319,1840010225
Grain Valley,Grain Valley,MO,Missouri,29095,Jackson,39.0171,-94.2084,16271,1019.5,shape,FALSE,TRUE,America/Chicago,3,64029,1840008531
Chelsea,Chelsea,AL,Alabama,1117,Shelby,33.3262,-86.63,16260,192.4,shape,FALSE,TRUE,America/Chicago,3,35051 35043,1840014823
Poplar Bluff,Poplar Bluff,MO,Missouri,29023,Butler,36.7632,-90.4135,16254,464.8,shape,FALSE,TRUE,America/Chicago,3,63901 63902,1840009935
Lemay,Lemay,MO,Missouri,29189,St. Louis,38.5325,-90.2845,16228,1531.8,shape,FALSE,FALSE,America/Chicago,3,63125,1840006119
St. Simons,St. Simons,GA,Georgia,13127,Glynn,31.1775,-81.3857,16228,380.7,shape,FALSE,FALSE,America/New_York,3,31522,1840013874
Seymour,Seymour,TN,Tennessee,47155,Sevier,35.8783,-83.7669,16216,390.8,shape,FALSE,FALSE,America/New_York,3,37865,1840013386
Marco Island,Marco Island,FL,Florida,12021,Collier,25.933,-81.6993,16205,514.6,shape,FALSE,TRUE,America/New_York,3,34140 34145 34146,1840036141
Azalea Park,Azalea Park,FL,Florida,12095,Orange,28.5473,-81.2956,16180,2040,shape,FALSE,FALSE,America/New_York,2,32822 32807 32857,1840014082
Floral Park,Floral Park,NY,New York,36059,Nassau,40.7227,-73.7029,16169,4393.4,shape,FALSE,TRUE,America/New_York,2,11001 11002,1840005286
Farmingville,Farmingville,NY,New York,36103,Suffolk,40.839,-73.0404,16160,1489.9,shape,FALSE,FALSE,America/New_York,3,11738,1840005009
Pearl River,Pearl River,NY,New York,36087,Rockland,41.0615,-74.0047,16155,918.2,shape,FALSE,FALSE,America/New_York,3,10965 10962,1840004966
Ladson,Ladson,SC,South Carolina,45015,Berkeley,33.0093,-80.1078,16140,899.5,shape,FALSE,FALSE,America/New_York,3,29456,1840014254
Dublin,Dublin,GA,Georgia,13175,Laurens,32.536,-82.928,16136,381.3,shape,FALSE,TRUE,America/New_York,3,31021 31040,1840013813
Palmetto Estates,Palmetto Estates,FL,Florida,12086,Miami-Dade,25.6211,-80.3616,16129,2885.4,shape,FALSE,FALSE,America/New_York,2,33157,1840029063
South River,South River,NJ,New Jersey,34023,Middlesex,40.4455,-74.3783,16124,2235.4,shape,FALSE,TRUE,America/New_York,2,8882,1840001335
Grosse Pointe Woods,Grosse Pointe Woods,MI,Michigan,26163,Wayne,42.4366,-82.8987,16094,1917.4,shape,FALSE,TRUE,America/Detroit,3,48236,1840003979
Brooklyn Park,Brooklyn Park,MD,Maryland,24003,Anne Arundel,39.217,-76.6174,16067,1473.3,shape,FALSE,FALSE,America/New_York,3,21225,1840031312
Mays Chapel,Mays Chapel,MD,Maryland,24005,Baltimore,39.4343,-76.6516,16066,1383.3,shape,FALSE,FALSE,America/New_York,3,21093,1840031492
Fort Drum,Fort Drum,NY,New York,36045,Jefferson,44.045,-75.7845,16065,432.6,shape,TRUE,TRUE,America/New_York,3,13602 13603,1840073579
Hillcrest Heights,Hillcrest Heights,MD,Maryland,24033,Prince George's,38.8373,-76.9641,16063,2493.8,shape,FALSE,FALSE,America/New_York,2,20748,1840005957
Rossville,Rossville,MD,Maryland,24005,Baltimore,39.3572,-76.4767,16059,1152.7,shape,FALSE,FALSE,America/New_York,3,21236 21237,1840031398
Hibbing,Hibbing,MN,Minnesota,27137,St. Louis,47.398,-92.9486,16057,34.1,shape,FALSE,TRUE,America/Chicago,3,55746,1840006594
Indianola,Indianola,IA,Iowa,19181,Warren,41.3629,-93.5652,16044,541.7,shape,FALSE,TRUE,America/Chicago,3,50125,1840000648
Hermitage,Hermitage,PA,Pennsylvania,42085,Mercer,41.2305,-80.4413,16041,210.2,shape,FALSE,TRUE,America/New_York,3,16148,1840000732
On Top of the World Designated Place,On Top of the World Designated Place,FL,Florida,12083,Marion,29.1058,-82.2866,16007,353,shape,FALSE,FALSE,America/New_York,3,34481 34432,1840142109
Lake Wylie,Lake Wylie,SC,South Carolina,45091,York,35.0997,-81.0678,16006,784.5,shape,FALSE,FALSE,America/New_York,3,29745 29710,1840013518
La Grange,La Grange,IL,Illinois,17031,Cook,41.8072,-87.8741,15998,2446.5,shape,FALSE,TRUE,America/Chicago,2,60525,1840011255
Jasper,Jasper,IN,Indiana,18037,Dubois,38.3933,-86.9402,15991,464.3,shape,FALSE,TRUE,America/Indiana/Vincennes,3,47546 47549,1840008646
Bay Village,Bay Village,OH,Ohio,39035,Cuyahoga,41.4851,-81.9317,15984,1351.7,shape,FALSE,TRUE,America/New_York,3,44140,1840003394
Dyersburg,Dyersburg,TN,Tennessee,47045,Dyer,36.0465,-89.3777,15979,356.2,shape,FALSE,TRUE,America/Chicago,3,38024 38025,1840013372
Bellmore,Bellmore,NY,New York,36059,Nassau,40.6569,-73.5285,15954,2610.9,shape,FALSE,FALSE,America/New_York,2,11710,1840005232
Seven Oaks,Seven Oaks,SC,South Carolina,45063,Lexington,34.0475,-81.1435,15921,795.2,shape,FALSE,FALSE,America/New_York,3,29212 29210 29227,1840035850
Red Hill,Red Hill,SC,South Carolina,45051,Horry,33.7777,-79.0111,15920,560.7,shape,FALSE,FALSE,America/New_York,3,29526 29588,1840013649
Washington,Washington,IL,Illinois,17179,Tazewell,40.705,-89.434,15919,718.6,shape,FALSE,TRUE,America/Chicago,3,61571,1840010377
Warrington,Warrington,FL,Florida,12033,Escambia,30.3835,-87.2946,15918,886.7,shape,FALSE,FALSE,America/Chicago,3,32507 32521,1840013914
Frankfort,Frankfort,IN,Indiana,18023,Clinton,40.281,-86.5212,15917,763,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46041,1840008358
Center Point,Center Point,AL,Alabama,1073,Jefferson,33.6447,-86.6852,15914,988.7,shape,FALSE,TRUE,America/Chicago,3,35215,1840014789
Elkton,Elkton,MD,Maryland,24015,Cecil,39.6066,-75.8209,15910,679.3,shape,FALSE,TRUE,America/New_York,3,21921 21922,1840005635
Wolf Trap,Wolf Trap,VA,Virginia,51059,Fairfax,38.9395,-77.2842,15858,626,shape,FALSE,FALSE,America/New_York,3,22181 22182,1840006042
Bensville,Bensville,MD,Maryland,24017,Charles,38.6176,-77.0077,15848,362,shape,FALSE,TRUE,America/New_York,3,20675 20603 20695,1840073595
Hartselle,Hartselle,AL,Alabama,1103,Morgan,34.4391,-86.9396,15847,366.7,shape,FALSE,TRUE,America/Chicago,3,35640,1840013593
Fremont,Fremont,OH,Ohio,39143,Sandusky,41.3535,-83.1147,15835,717.4,shape,FALSE,TRUE,America/New_York,3,43420,1840000653
Hartford,Hartford,WI,Wisconsin,55131,Washington,43.3223,-88.3784,15821,680.3,shape,FALSE,TRUE,America/Chicago,3,53027,1840002831
Americus,Americus,GA,Georgia,13261,Sumter,32.0736,-84.2248,15813,537.9,shape,FALSE,TRUE,America/New_York,3,31709 31719,1840013841
Westbury,Westbury,NY,New York,36059,Nassau,40.7599,-73.5891,15808,2604.4,shape,FALSE,TRUE,America/New_York,2,11590,1840005332
Whitewater,Whitewater,WI,Wisconsin,55127,Walworth,42.8372,-88.7341,15807,690.3,shape,FALSE,TRUE,America/Chicago,3,53190,1840002476
Naranja,Naranja,FL,Florida,12086,Miami-Dade,25.5164,-80.4222,15796,4069.9,shape,FALSE,FALSE,America/New_York,2,33032,1840014246
Middleburg Heights,Middleburg Heights,OH,Ohio,39035,Cuyahoga,41.3696,-81.815,15786,755.9,shape,FALSE,TRUE,America/New_York,3,44130,1840000614
Berea,Berea,KY,Kentucky,21151,Madison,37.5904,-84.2898,15786,369.1,shape,FALSE,TRUE,America/New_York,3,40404 40403,1840013225
Thonotosassa,Thonotosassa,FL,Florida,12057,Hillsborough,28.0464,-82.291,15764,229.8,shape,FALSE,FALSE,America/New_York,3,33584 33592,1840014154
Weston,Weston,WI,Wisconsin,55073,Marathon,44.8906,-89.5487,15749,280.8,shape,FALSE,TRUE,America/Chicago,3,54476,1840038093
Rutland,Rutland,VT,Vermont,50021,Rutland,43.6092,-72.9783,15712,803.2,shape,FALSE,TRUE,America/New_York,3,05701 05702,1840002632
Scottsboro,Scottsboro,AL,Alabama,1071,Jackson,34.6438,-86.0491,15712,119.8,shape,FALSE,TRUE,America/Chicago,3,35768 35769,1840005605
Mastic,Mastic,NY,New York,36103,Suffolk,40.8096,-72.8479,15708,1571,shape,FALSE,FALSE,America/New_York,3,11949 11950,1840005090
Hampton Bays,Hampton Bays,NY,New York,36103,Suffolk,40.8695,-72.5225,15706,468.8,shape,FALSE,FALSE,America/New_York,3,11946,1840005076
Homosassa Springs,Homosassa Springs,FL,Florida,12017,Citrus,28.8119,-82.5392,15701,240.9,shape,FALSE,FALSE,America/New_York,3,34446 34448 34447,1840014060
Newton,Newton,IA,Iowa,19099,Jasper,41.6963,-93.0403,15700,538.6,shape,FALSE,TRUE,America/Chicago,3,50208,1840008171
New Haven,New Haven,IN,Indiana,18003,Allen,41.0676,-85.0174,15698,471.6,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46803 46774,1840008262
Overland,Overland,MO,Missouri,29189,St. Louis,38.6966,-90.3689,15695,1380.7,shape,FALSE,TRUE,America/Chicago,3,63132 63114,1840009744
Waunakee,Waunakee,WI,Wisconsin,55025,Dane,43.1829,-89.4447,15687,818.6,shape,FALSE,TRUE,America/Chicago,3,53597,1840002904
Davidson,Davidson,NC,North Carolina,37119,Mecklenburg,35.484,-80.8247,15660,930.4,shape,FALSE,TRUE,America/New_York,3,28036 28035,1840016353
Jackson,Jackson,MO,Missouri,29031,Cape Girardeau,37.3792,-89.6522,15659,562.5,shape,FALSE,TRUE,America/Chicago,3,63755,1840008735
Monroe,Monroe,GA,Georgia,13297,Walton,33.799,-83.7161,15648,385.6,shape,FALSE,TRUE,America/New_York,3,30655 30656,1840014786
Greeneville,Greeneville,TN,Tennessee,47059,Greene,36.168,-82.8197,15646,355.4,shape,FALSE,TRUE,America/New_York,3,37743 37745 37744,1840016099
Shively,Shively,KY,Kentucky,21111,Jefferson,38.197,-85.8136,15638,1320.7,shape,FALSE,TRUE,America/Kentucky/Louisville,3,40216 40256,1840015196
Prospect Heights,Prospect Heights,IL,Illinois,17031,Cook,42.1039,-87.9267,15618,1433.3,shape,FALSE,TRUE,America/Chicago,3,60070,1840009184
Myrtle Grove,Myrtle Grove,FL,Florida,12033,Escambia,30.4158,-87.3027,15595,906.3,shape,FALSE,FALSE,America/Chicago,3,32512 32506 32507 32511 32516,1840013917
Traverse City,Traverse City,MI,Michigan,26055,Grand Traverse,44.7546,-85.6038,15593,727.5,shape,FALSE,TRUE,America/Detroit,3,49684 49686,1840003946
Port Royal,Port Royal,SC,South Carolina,45013,Beaufort,32.3557,-80.7029,15579,353.7,shape,FALSE,TRUE,America/New_York,3,29906 29902 29905 29935,1840016975
Carthage,Carthage,MO,Missouri,29097,Jasper,37.1503,-94.3225,15574,497,shape,FALSE,TRUE,America/Chicago,3,64836,1840007629
Bemidji,Bemidji,MN,Minnesota,27007,Beltrami,47.4828,-94.8797,15569,344.7,shape,FALSE,TRUE,America/Chicago,3,56601 56619,1840006600
Princeton Meadows,Princeton Meadows,NJ,New Jersey,34023,Middlesex,40.3347,-74.5651,15561,2356.3,shape,FALSE,FALSE,America/New_York,2,08512 08536,1840033474
Clarksburg,Clarksburg,WV,West Virginia,54033,Harrison,39.2862,-80.3232,15549,617.7,shape,FALSE,TRUE,America/New_York,3,26301 26330 26306,1840005767
Seaford,Seaford,NY,New York,36059,Nassau,40.6678,-73.4922,15549,2300.4,shape,FALSE,FALSE,America/New_York,2,11783,1840005275
Glasgow,Glasgow,DE,Delaware,10003,New Castle,39.6015,-75.7473,15546,604.7,shape,FALSE,FALSE,America/New_York,3,19702 19701,1840005571
Belmont,Belmont,NC,North Carolina,37071,Gaston,35.2212,-81.0401,15546,491.2,shape,FALSE,TRUE,America/New_York,3,28012,1840013469
Loganville,Loganville,GA,Georgia,13297,Walton,33.8353,-83.8958,15527,810.1,shape,FALSE,TRUE,America/New_York,3,30052,1840015656
Mount Clemens,Mount Clemens,MI,Michigan,26099,Macomb,42.5977,-82.8821,15511,1463.2,shape,FALSE,TRUE,America/Detroit,3,48043 48046,1840003089
Moncks Corner,Moncks Corner,SC,South Carolina,45015,Berkeley,33.173,-80.0107,15485,519.8,shape,FALSE,TRUE,America/New_York,3,29461,1840016863
Weigelstown,Weigelstown,PA,Pennsylvania,42133,York,39.9852,-76.8306,15485,960.6,shape,FALSE,FALSE,America/New_York,3,17315,1840005509
Norridge,Norridge,IL,Illinois,17031,Cook,41.9637,-87.8231,15439,3297.5,shape,FALSE,TRUE,America/Chicago,2,60706,1840011302
Fort Leonard Wood,Fort Leonard Wood,MO,Missouri,29169,Pulaski,37.7562,-92.1274,15432,258.7,shape,TRUE,TRUE,America/Chicago,3,65473,1840073756
Hendersonville,Hendersonville,NC,North Carolina,37089,Henderson,35.3247,-82.4575,15408,753.9,shape,FALSE,TRUE,America/New_York,3,28739 28792 28791 28793,1840014561
Sayville,Sayville,NY,New York,36103,Suffolk,40.7478,-73.084,15408,1119.8,shape,FALSE,FALSE,America/New_York,3,11782,1840005092
Monroe,Monroe,OH,Ohio,39017,Butler,39.4461,-84.3667,15401,376.8,shape,FALSE,TRUE,America/New_York,3,45036 45044 45050,1840008465
Gantt,Gantt,SC,South Carolina,45045,Greenville,34.7837,-82.4027,15401,607.9,shape,FALSE,FALSE,America/New_York,3,29673 29605,1840013492
Lilburn,Lilburn,GA,Georgia,13135,Gwinnett,33.8897,-84.1364,15390,880.5,shape,FALSE,TRUE,America/New_York,3,30047 30048,1840015613
Lockhart,Lockhart,FL,Florida,12095,Orange,28.627,-81.4354,15371,1338.1,shape,FALSE,FALSE,America/New_York,3,32703 32810 32860,1840014095
Eden,Eden,NC,North Carolina,37157,Rockingham,36.5027,-79.7412,15356,417,shape,FALSE,TRUE,America/New_York,3,27288 27289,1840013309
Bradley,Bradley,IL,Illinois,17091,Kankakee,41.1641,-87.8452,15325,813.5,shape,FALSE,TRUE,America/Chicago,3,60915 60914,1840011693
Tenafly,Tenafly,NJ,New Jersey,34003,Bergen,40.9176,-73.9532,15319,1289.6,shape,FALSE,TRUE,America/New_York,3,7670,1840000918
Forest City,Forest City,FL,Florida,12117,Seminole,28.6619,-81.4444,15312,1375.3,shape,FALSE,FALSE,America/New_York,3,32703 32714,1840028825
Phillipsburg,Phillipsburg,NJ,New Jersey,34041,Warren,40.6894,-75.1821,15299,1851.4,shape,FALSE,TRUE,America/New_York,3,8865,1840000944
Front Royal,Front Royal,VA,Virginia,51187,Warren,38.926,-78.1838,15296,574.8,shape,FALSE,TRUE,America/New_York,3,22630,1840006045
Asbury Park,Asbury Park,NJ,New Jersey,34025,Monmouth,40.2226,-74.0119,15295,4130.3,shape,FALSE,TRUE,America/New_York,2,7712,1840003684
Cedar Lake,Cedar Lake,IN,Indiana,18089,Lake,41.3696,-87.4389,15295,624.9,shape,FALSE,TRUE,America/Chicago,3,46303,1840009259
Lebanon,Lebanon,MO,Missouri,29105,Laclede,37.6717,-92.6603,15270,402.6,shape,FALSE,TRUE,America/Chicago,3,65536,1840008711
Northview,Northview,MI,Michigan,26081,Kent,43.0427,-85.6016,15268,572.5,shape,FALSE,FALSE,America/Detroit,3,49525,1840004305
Wimauma,Wimauma,FL,Florida,12057,Hillsborough,27.6964,-82.3034,15266,235.5,shape,FALSE,FALSE,America/New_York,3,33598,1840014155
East Highland Park,East Highland Park,VA,Virginia,51087,Henrico,37.577,-77.3865,15265,670.9,shape,FALSE,FALSE,America/New_York,3,23222 23223,1840006388
West Park,West Park,FL,Florida,12011,Broward,25.984,-80.1923,15249,2678.5,shape,FALSE,TRUE,America/New_York,2,33023,1840016002
Franklin Park,Franklin Park,PA,Pennsylvania,42003,Allegheny,40.5903,-80.0999,15235,434.4,shape,FALSE,TRUE,America/New_York,3,15143 15090 15237,1840001198
Verona,Verona,WI,Wisconsin,55025,Dane,42.9892,-89.5383,15232,710.7,shape,FALSE,TRUE,America/Chicago,3,53593,1840002903
Great Falls,Great Falls,VA,Virginia,51059,Fairfax,39.011,-77.3013,15228,231.9,shape,FALSE,FALSE,America/New_York,3,22066 22102,1840006028
Greenlawn,Greenlawn,NY,New York,36103,Suffolk,40.8632,-73.3646,15210,1535,shape,FALSE,FALSE,America/New_York,3,11743 11740,1840005074
Dentsville,Dentsville,SC,South Carolina,45079,Richland,34.0754,-80.9547,15209,880.5,shape,FALSE,FALSE,America/New_York,3,29223,1840013089
Storrs,Storrs,CT,Connecticut,9110,Capitol,41.8083,-72.2514,15207,787.7,shape,FALSE,FALSE,America/New_York,3,06268 06269,1840003276
Arlington,Arlington,TN,Tennessee,47157,Shelby,35.2594,-89.668,15205,247.2,shape,FALSE,TRUE,America/Chicago,3,38002 38028,1840015458
Glasgow,Glasgow,KY,Kentucky,21009,Barren,37.0048,-85.9263,15197,364.1,shape,FALSE,TRUE,America/Chicago,3,42141 42142,1840013268
Braselton,Braselton,GA,Georgia,13157,Jackson,34.1087,-83.8127,15178,441,shape,FALSE,TRUE,America/New_York,3,30548 30517,1840015596
Springdale,Springdale,NJ,New Jersey,34007,Camden,39.8769,-74.9724,15173,1095.3,shape,FALSE,FALSE,America/New_York,3,8003,1840133731
Fruitville,Fruitville,FL,Florida,12115,Sarasota,27.3328,-82.4616,15172,858.4,shape,FALSE,FALSE,America/New_York,3,34240 34232,1840014179
Berkley,Berkley,MI,Michigan,26125,Oakland,42.4986,-83.1853,15149,2236.8,shape,FALSE,TRUE,America/Detroit,2,48072,1840002437
Metuchen,Metuchen,NJ,New Jersey,34023,Middlesex,40.5424,-74.3628,15144,2060.7,shape,FALSE,TRUE,America/New_York,2,8840,1840003633
Washington,Washington,MO,Missouri,29071,Franklin,38.5515,-91.0154,15130,582.9,shape,FALSE,TRUE,America/Chicago,3,63090,1840010770
Highland Park,Highland Park,NJ,New Jersey,34023,Middlesex,40.5006,-74.4283,15121,3205.9,shape,FALSE,TRUE,America/New_York,2,8904,1840003636
Harper Woods,Harper Woods,MI,Michigan,26163,Wayne,42.439,-82.9293,15116,2219.6,shape,FALSE,TRUE,America/Detroit,2,48225 48265,1840003981
Brookside,Brookside,DE,Delaware,10003,New Castle,39.6665,-75.7152,15115,1503.4,shape,FALSE,FALSE,America/New_York,3,19713 19718,1840005569
Fairview,Fairview,NJ,New Jersey,34003,Bergen,40.8182,-74.0022,15099,6910.1,shape,FALSE,TRUE,America/New_York,2,7022,1840003549
Batavia,Batavia,NY,New York,36037,Genesee,42.9987,-78.1802,15097,1122,shape,FALSE,TRUE,America/New_York,3,14020,1840000385
Laurinburg,Laurinburg,NC,North Carolina,37165,Scotland,34.7602,-79.4773,15087,464.3,shape,FALSE,TRUE,America/New_York,3,28352 28353,1840014631
Nolensville,Nolensville,TN,Tennessee,47187,Williamson,35.9572,-86.6719,15074,557.3,shape,FALSE,TRUE,America/Chicago,3,37135,1840016219
Summerfield,Summerfield,MD,Maryland,24033,Prince George's,38.9042,-76.8678,15065,1601.8,shape,FALSE,TRUE,America/New_York,3,20785,1840039531
Vandalia,Vandalia,OH,Ohio,39113,Montgomery,39.8791,-84.193,15053,470.9,shape,FALSE,TRUE,America/New_York,3,45414 45377,1840003786
Oneonta,Oneonta,NY,New York,36077,Otsego,42.4551,-75.0666,15045,1331.9,shape,FALSE,TRUE,America/New_York,3,13820,1840000405
Kenmore,Kenmore,NY,New York,36029,Erie,42.9646,-78.8713,15044,4045.5,shape,FALSE,TRUE,America/New_York,2,14217,1840004386
Tonawanda,Tonawanda,NY,New York,36029,Erie,43.0105,-78.8805,15030,1525.8,shape,FALSE,TRUE,America/New_York,3,14150 14151,1840004381
Elfers,Elfers,FL,Florida,12101,Pasco,28.214,-82.723,15006,1554.7,shape,FALSE,FALSE,America/New_York,3,34652 34690 34653 34680,1840013122
Depew,Depew,NY,New York,36029,Erie,42.9118,-78.7043,15000,1140.9,shape,FALSE,TRUE,America/New_York,3,14043,1840004397
Lebanon,Lebanon,NH,New Hampshire,33009,Grafton,43.6353,-72.2531,14999,143.7,shape,FALSE,TRUE,America/New_York,3,03766 03784 03756,1840002192
Havre de Grace,Havre de Grace,MD,Maryland,24025,Harford,39.548,-76.1146,14994,974.9,shape,FALSE,TRUE,America/New_York,3,21078,1840005667
Jefferson,Jefferson,GA,Georgia,13157,Jackson,34.1373,-83.6021,14990,251.6,shape,FALSE,TRUE,America/New_York,3,30549,1840014723
Hazel Park,Hazel Park,MI,Michigan,26125,Oakland,42.4619,-83.0977,14963,2050.1,shape,FALSE,TRUE,America/Detroit,2,48030,1840002444
Gloversville,Gloversville,NY,New York,36035,Fulton,43.0491,-74.3465,14962,1144.8,shape,FALSE,TRUE,America/New_York,3,12078,1840000375
Hudson,Hudson,WI,Wisconsin,55109,St. Croix,44.9639,-92.7312,14959,846.3,shape,FALSE,TRUE,America/Chicago,3,54016,1840002135
West Lealman,West Lealman,FL,Florida,12103,Pinellas,27.8192,-82.7384,14944,1834,shape,FALSE,TRUE,America/New_York,3,33709,1840039134
Johnson City,Johnson City,NY,New York,36007,Broome,42.123,-75.9624,14940,1267.2,shape,FALSE,TRUE,America/New_York,3,13790,1840004658
Worthington,Worthington,OH,Ohio,39049,Franklin,40.095,-83.0209,14938,1053.6,shape,FALSE,TRUE,America/New_York,3,43085,1840010522
Fort Payne,Fort Payne,AL,Alabama,1049,DeKalb,34.4559,-85.6965,14927,102.2,shape,FALSE,TRUE,America/Chicago,3,35967 35968,1840004822
Short Hills,Short Hills,NJ,New Jersey,34013,Essex,40.7389,-74.3278,14923,1096.1,shape,FALSE,FALSE,America/New_York,3,7078,1840033408
Beech Grove,Beech Grove,IN,Indiana,18097,Marion,39.7157,-86.0871,14913,1288.4,shape,FALSE,TRUE,America/Indiana/Indianapolis,3,46107 46203,1840007307
Dixon,Dixon,IL,Illinois,17103,Lee,41.8439,-89.4794,14910,605.5,shape,FALSE,TRUE,America/Chicago,3,61021,1840007051
Oldsmar,Oldsmar,FL,Florida,12103,Pinellas,28.0506,-82.6698,14904,643.3,shape,FALSE,TRUE,America/New_York,3,34677,1840015111
Morris,Morris,IL,Illinois,17063,Grundy,41.3749,-88.4304,14898,464.2,shape,FALSE,TRUE,America/Chicago,3,60450,1840008243
